input,output
That's huge.,Eso es enorme.
That's life.,Esa es la vida.
That's life.,Así es la vida.
That's mine.,Eso es mío.
That's mine.,Eso me pertenece.
That's mine.,Ésa es mía.
That's mine.,Ése es mío.
That's nice.,Es agradable.
That's nice.,Está bien.
That's nice.,Eso es bueno.
That's okay.,Eso está correcto.
That's over.,Se acabó.
That's over.,Ya ha pasado.
That's them.,Ahí están.
That's them.,Son ellos.
That's them.,Son ésos.
That's true.,Eso es cierto.
That's true.,Eso es verdad.
The TV's on.,La televisión está encendida.
There it is!,¡Allá está!
There's Tom.,Ahí está Tom.
They burned.,Se quemaron.
They called.,Llamaron.
They danced.,Bailaron.
They danced.,Ellos bailaron.
They danced.,Ellas bailaron.
They did it.,Lo hicieron.
They did it.,Lo hicieron ellos.
They did it.,Ellos lo hicieron.
They did it.,Lo lograron.
They hugged.,Se abrazaron.
They kissed.,Se besaron.
They may go.,Puede que vayan.
They may go.,Quizá vayan.
They may go.,Tal vez vayan.
They obeyed.,Obedecieron.
They saw me.,Me vieron.
They saw me.,Me veían.
They smiled.,Sonrieron.
They waited.,Esperaron.
They walked.,Caminaron.
They walked.,Ellos caminaron.
They walked.,Pasearon.
They yelled.,Ellos gritaron.
They're bad.,Son malos.
They're bad.,Están malos.
They're new.,Son nuevos.
They're new.,Están nuevas.
They're old.,Son viejos.
They're old.,Son mayores.
They're old.,Son ancianos.
They're old.,Están mayores.
They're red.,Son rojos.
Think again.,Piensa de nuevo.
Think again.,Piénsalo otra vez.
This is Tom.,Este es Tom.
This is big.,Esto es grande.
This is his.,Esto es suyo.
This is his.,Ésta es suya.
This is his.,Esto es de él.
This is ice.,Esto es hielo.
This stinks.,Esto apesta.
This stinks.,Esto es una mierda.
Tom arrived.,Tom llegó.
Tom ate out.,Tom salió a comer.
Tom blinked.,Tom parpadeó.
Tom blushed.,Tom se sonrojó.
Tom can win.,Puede que Tom gane.
Tom changed.,Tom cambió.
Tom changed.,Tom varió.
Tom cheated.,Tomás hizo trampa.
Tom cheered.,Tom fue el que vitoreó.
Tom cheered.,Tom vitoreó.
Tom clapped.,Tomás aplaudió.
Tom crashed.,Tom tuvo un accidente.
Tom crashed.,Tom se la pegó.
Tom crashed.,Tom se estrelló.
Tom decided.,Tom decidió.
Tom drowned.,Tomás se ahogó.
Tom escaped.,Tom escapó.
Tom exhaled.,Tom espiró.
Tom fainted.,Tom se desmayó.
Tom gave in.,Tom cedió.
Tom giggled.,Tom soltó una risita.
Tom gloated.,Tom se regodeó.
Tom grinned.,Tom sonrió.
Tom groaned.,Tom gimió.
Tom grunted.,Tom gruñó.
Tom has OCD.,Tom tiene DOC.
Tom hurt me.,Tom me lastimó.
Tom hurt me.,Tom me hirió.
Tom inhaled.,Tom inhaló.
Tom is bald.,Tom es calvo.
Tom is bald.,Tom está pelón.
Tom is busy.,Tom está ocupado.
Tom is calm.,Tom está tranquilo.
Tom is cold.,Tom tiene frío.
Tom is dead.,Tom está muerto.
Tom is dead.,Tom ha muerto.
Tom is evil.,Tom es malvado.
Tom is full.,Tom está lleno.
Tom is full.,Tom está satisfecho.
Tom is good.,Tom es bueno.
Tom is here.,Tom está aquí.
Tom is hurt.,Tom está herido.
Tom is kind.,Tom es amable.
Tom is lazy.,Tom es perezoso.
Tom is next.,Tom es el siguiente.
Tom is next.,Tom va después.
Tom is nice.,Tom es amable.
Tom is poor.,Tomás es pobre.
Tom is rich.,Tom es rico.
Tom is safe.,Tom está a salvo.
Tom is sick.,Tom está enfermo.
Tom is sure.,Tom está seguro.
Tom is tall.,Tom es alto.
Tom is tidy.,Tom es ordenado.
Tom is weak.,Tom está débil.
Tom kneeled.,Tom se arrodilló.
Tom laughed.,Tom se rio.
Tom left me.,Tom me dejó.
Tom listens.,Tom escucha.
Tom may die.,Tom puede morir.
Tom may win.,Puede que Tom gane.
Tom painted.,Tom pintó.
Tom painted.,Tom se puso a pintar.
Tom prepaid.,Tom pagó por adelantado.
Tom prepaid.,Tom pagaba por adelantado.
Tom refused.,Tom se negó.
Tom refused.,Tom se cerró en banda.
Tom relaxed.,Tom se relajó.
Tom relaxed.,Tom se relajaba.
Tom retired.,Tom se jubiló.
Tom shot me.,Tom me disparó.
Tom shouted.,Tom gritó.
Tom slipped.,Tom se resbaló.
Tom sneezed.,Tom estornudó.
Tom stopped.,Tom se detuvo.
Tom stopped.,Tom se paró.
Tom sweated.,Tom sudó.
Tom teaches.,Tom enseña.
Tom took it.,Tom lo tomó.
Tom tripped.,Tom se tropezó.
Tom vomited.,Tom vomitó.
Tom was big.,Tom era grande.
Tom was old.,Tomás era mayor.
Tom was sad.,Tom estaba triste.
Tom was shy.,Tom era tímido.
Tom will go.,Tom irá.
Tom'll call.,Tom llamará.
Tom'll help.,Tom ayudará.
Tom'll know.,Tom lo sabrá.
Tom's alert.,Tom está alerta.
Tom's alive.,Tom está vivo.
Tom's alone.,Tom está solo.
Tom's angry.,Tom está furioso.
Tom's awake.,Tom está despierto.
Tom's bored.,Tom está aburrido.
Tom's crazy.,Tom es loco.
Tom's drunk.,Tom está borracho.
Tom's dying.,Tom se está muriendo.
Tom's early.,Tom llega temprano.
Tom's flaky.,Tom está hecho polvo.
Tom's funny.,Tom es alegre.
Tom's great.,Tom es estupendo.
Tom's lying.,Tom está mintiendo.
Tom's older.,Tom es mayor.
Tom's right.,Tom tiene razón.
Tom's upset.,Tom está disgustado.
Tom's young.,Tom es joven.
Try that on.,Pruébate ese.
Try this on.,Pruébate este.
Try to rest.,Trata de descansar.
Turn around.,Date la vuelta.
Turn around.,Túrnense.
Turn it off.,Apágalo.
Turn on CNN.,Pon la CNN.
Vote for me!,¡Vota por mí!
Wait for me.,Esperame.
Wait for me.,Espera por mí.
Wait for me.,Esperad por mí.
Wait for me.,Espérame.
Wait for us.,Espera por nosotros.
Wait for us.,Espéranos.
Wake Tom up.,Despierta a Tom.
Walk slowly.,Camina lentamente.
Was I wrong?,¿Estaba equivocado?
Was I wrong?,¿Estaba equivocada?
Was it cold?,¿Hacía frío?
Was it good?,¿Estuvo bueno?
We all work.,Todos trabajamos.
We are here.,Estamos aquí.
We ate eggs.,Hemos comido huevos.
We ate eggs.,Comimos huevos.
We broke up.,Nos separamos.
We broke up.,Lo dejamos.
We broke up.,Rompimos.
We can help.,Podemos ayudar.
We can help.,Nosotros podemos ayudar.
We can meet.,Podemos encontrarnos.
We can meet.,Podemos vernos.
We can talk.,Podemos hablar.
We can wait.,Podemos esperar.
We did this.,Lo hicimos nosotros.
We got lost.,Nos perdimos.
We hate Tom.,Odiamos a Tom.
We help Tom.,Ayudamos a Tom.
We help Tom.,Nosotros ayudamos a Tom.
We know why.,Sabemos por qué.
We know why.,Conocemos el porqué.
We know you.,Te conocemos.
We know you.,Os conocemos.
We know you.,Le conocemos a usted.
We know you.,A ti te conocemos.
We like Tom.,Tom nos gusta.
We like Tom.,Queremos a Tom.
We like him.,Él nos agrada.
We like you.,Nos gustas.
We love Tom.,Amamos a Tom.
We love Tom.,Nos encanta Tom.
We love you.,Te queremos.
We love you.,Os queremos.
We love you.,Te amamos.
We love you.,Os amamos.
We may lose.,Podríamos perder.
We might go.,Podemos ir.
We miss you.,Te extrañamos.
We must act.,Hay que actuar.
We must run.,Tenemos que correr.
We must try.,Tenemos que intentarlo.
We must try.,Hay que intentarlo.
We need Tom.,Necesitamos a Tom.
We need you.,Te necesitamos.
We promised.,Lo prometimos.
We remember.,Nos acordamos.
We remember.,Nos recordamos.
We sat down.,Nos sentamos.
We sat down.,Nos sentábamos.
We survived!,¡Sobrevivimos!
We survived.,Sobrevivimos.
We want Tom.,Queremos a Tom.
We want one.,Queremos uno de esos.
We'll be OK.,Estaremos bien.
We'll do it.,Lo haremos.
We'll drive.,Nosotros conduciremos.
We'll fight.,Vamos a luchar.
We'll share.,Nosotros compartiremos.
We'll share.,Compartiremos.
We're awake.,Estamos despiertos.
We're bored.,Estamos aburridos.
We're broke.,Estamos arruinados.
We're broke.,Estamos sin un duro.
We're broke.,Estamos a dos velas.
We're clean.,Estamos limpios.
We're going.,Nos vamos.
We're going.,Vamos a ir.
We're going.,Nosotros vamos a ir.
We're happy.,Somos felices.
We're ready.,Estamos listos.
We're right.,Tenemos razón.
We're sorry.,Lo sentimos.
We're stuck.,Estamos atascados.
We're tired.,Estamos cansados.
We're twins.,Somos gemelos.
We're young.,Somos jóvenes.
We've eaten.,Hemos comido.
What a bore!,¡Qué aburrimiento!
What a dope!,¡Qué burro eres!
What a dope!,¡Qué burro!
What a heel!,¡Qué tipo tan arrastrado!
What a jerk!,¡Qué pendejo!
What a jerk!,¡Qué imbécil!
What a jerk!,¡Qué cretino!
What a jerk!,¡Menudo imbécil!
What a life!,¡Qué vida!
What a loss!,¡Qué pérdida!
What a mess!,¡Qué desastre!
What a mess!,¡Qué mugre!
What a mess!,¡Qué confusión!
What a pain!,Qué dolor.
What a pity!,Qué lástima.
What a pity!,Qué pena.
What a pity!,¡Qué lástima!
What a pity!,Lástima.
What a team!,¡Qué equipo!
What an ego!,¡Qué ego!
What is art?,¿Qué es el arte?
What is new?,¿Qué hay de nuevo?
What's good?,¿Qué está bueno?
What's good?,¿Qué está bien?
What's next?,¿Qué sigue?
What's this?,¿Qué es esto?
Where is he?,¿Dónde está él?
Where's Tom?,¿Dónde está Tom?
Who are you?,¿Quiénes sois?
Who are you?,¿Quién sos?
Who are you?,¿Quién es usted?
Who cheated?,¿Quién hizo trampas?
Who cheered?,¿Quién vitoreó?
Who drew it?,¿Quién lo dibujó?
Who escaped?,¿Quién escapó?
Who hit you?,¿Quién te ha pegado?
Who is next?,¿Quién es el siguiente?
Who is that?,¿Quién es?
Who is that?,¿Quién es ése?
Who is that?,¿Quién es ésa?
Who said it?,¿Quién lo dijo?
Who said it?,¿Quién lo ha dicho?
Who saw you?,¿Quién te vio?
Who saw you?,¿Quién os vio?
Who stopped?,¿Quién se detuvo?
Who stopped?,¿Quién se paró?
Who'll come?,¿Quién viene?
Who'll cook?,¿Quién va a cocinar?
Who's awake?,¿Quién está despierto?
Who's first?,¿A quién le toca?
Who's first?,¿Quién va primero?
Who's first?,¿Quién es el primero?
Who's going?,¿Quién va?
Who's going?,¿Quién va a ir?
Who's right?,¿Quién tiene la razón?
Who's there?,¿Quién está ahí?
Who's tired?,¿Quién está cansado?
Whose is it?,¿De quién es?
Why is that?,¿Por qué es eso?
Why is that?,¿Por qué pasa eso?
Why is this?,¿A qué viene esto?
Will you go?,¿Vas a ir?
Will you go?,¿Irás?
Will you go?,¿Va a ir?
Wood floats.,La madera flota.
Work slowly.,Trabajad lentamente.
Write it up.,Escríbelo.
Write it up.,Ponlo por escrito.
"Yes, I know.","Sí, lo sé."
You are big.,Sos grande.
You are mad.,Estás loca.
You cheated.,Hiciste trampa.
You cheated.,Hizo trampa.
You cheated.,Hicisteis trampa.
You cheated.,Hicieron trampa.
You did try.,Al menos lo has intentado.
You fainted.,Se desmayaron.
You fainted.,Te desmayaste.
You fainted.,Se desmayó.
You hurt me.,Me lastimas.
You hurt me.,Me lastimaste.
You keep it.,Quédatelo.
You know me.,Tú me conoces.
You know me.,Me conoces.
You know me.,Ya me conoces.
You made it.,Lo has hecho.
You made it.,Lo has conseguido.
You made it.,Lo habéis logrado.
You made it.,Lo han conseguido ustedes.
You need it.,Usted lo necesita.
You need it.,Lo necesitáis.
You need it.,Lo necesitas.
You need us.,Nos necesitas.
You need us.,Nos necesitáis.
You said it!,¡Así! Exactamente así.
You're back.,Estás de vuelta.
You're back.,Estás de regreso.
You're back.,Ya estás aquí.
You're back.,Ya has vuelto.
You're cool.,Sos un langa.
You're cute.,Sos hermosa.
You're done.,Terminaste.
You're fine.,Tú estás bien.
You're fine.,Usted está bien.
You're fine.,Ustedes están bien.
You're free.,Eres libre.
You're free.,Sois libres.
You're good.,Eres bueno.
You're good.,Sois buenos.
You're good.,Eres buena.
You're good.,Usted es buena.
You're here.,Estás aquí.
You're here.,Estáis aquí.
You're late.,Estás retrasado.
You're lost.,Estás perdido.
You're mean.,Eres mala.
You're mean.,Eres mezquino.
You're mine.,Tú eres mío.
You're mine.,Usted es mío.
You're nice.,Eres simpático.
You're nuts!,¡Estás loco!
You're nuts!,¡Estás chiflado!
You're rich.,Eres rico.
You're rich.,Sois ricos.
You're safe.,Estás a salvo.
You're sick!,¡Estás enfermo!
You're sick!,¡Estáis enfermos!
You're sick!,Estás enfermo.
You're sick.,Estás enfermo.
You're ugly.,Sos fea.
You're ugly.,Sos feo.
You're ugly.,Eres fea.
You're weak.,Son débiles.
You're weak.,Sois débiles.
You're weak.,Estás débil.
Abandon ship!,¡Abandonen la nave!
Act your age.,Actúa acorde a tu edad.
All is quiet.,Todo está en calma.
All is quiet.,Todo está en silencio.
All is still.,Todo está en calma.
Am I invited?,¿Estoy invitado?
Am I invited?,¿Estoy invitada?
Anybody here?,¿Hay alguien aquí?
Anybody home?,¿Hay alguien en casa?
Anybody hurt?,¿Alguien está herido?
Anything new?,¿Nada nuevo?
Are we broke?,¿Estamos arruinados?
Are you bald?,¿Estás tú calvo?
Are you bald?,¿Eres calvo?
Are you busy?,¿Estás ocupado?
Are you busy?,¿Está usted ocupado?
Are you busy?,¿Está usted ocupada?
Are you cold?,¿Tenéis frío?
Are you cold?,¿Tienes frío?
Are you dead?,¿Estás muerto?
Are you deaf?,¿Eres sordo?
Are you deaf?,¿Acaso eres sordo?
Are you free?,¿Estás libre?
Are you full?,¿Estás lleno?
Are you here?,¿Estás aquí?
Are you here?,¿Estáis aquí?
Are you home?,¿Estás en casa?
Are you home?,¿Estáis en casa?
Are you hurt?,¿Estás herida?
Are you lost?,¿Te has perdido?
Are you lost?,¿Os habéis perdido?
Are you lost?,¿Estás perdido?
Are you nuts?,¿Estás loco?
Are you okay?,¿Estás bien?
Are you okay?,¿Tú estás bien?
Are you okay?,¿Te encuentras bien?
Are you rich?,¿Usted es rico?
Are you sick?,¿Estás enfermo?
Are you sure?,¿Estás seguro?
Are you sure?,¿Está segura?
Are you sure?,¿Está seguro?
Are you sure?,¿Estáis seguras?
Are you sure?,¿Estáis seguros?
Are you sure?,¿Están seguros?
Are you sure?,¿Están seguras?
Are you tall?,¿Eres alto?
Are you well?,¿Estás bien?
Arm yourself.,Ármate.
Arm yourself.,Ármese.
Arrive early.,Lleguen temprano.
Ask Mary out.,Invita a salir a Mary.
Ask anything.,Pregunta cualquier cosa.
Ask anything.,Preguntad cualquier cosa.
Ask anything.,Pregunte cualquier cosa.
Ask anything.,Pregunten cualquier cosa.
Be attentive.,Estar atento.
Be confident.,Sé confiado.
Be confident.,Estate seguro de ti mismo.
Be confident.,Ten confianza.
Be confident.,Confía en ti mismo.
Be confident.,Ten seguridad.
Be merciless.,Sé despiadado.
Be objective.,Sé objetivo.
Be objective.,Sea objetivo.
Be objective.,Sean objetivos.
Be realistic!,¡Sé realista!
Bear with me.,Ten paciencia conmigo.
Bear with me.,Sé paciente conmigo.
"Beef, please.","Ternera, por favor."
Blood is red.,La sangre es roja.
Boil one egg.,Hierve un huevo.
Bring backup.,Traed tropas de apoyo.
Bring him in.,Hazle pasar.
Bring my hat.,Trae mi sombrero.
Call the FBI.,Llamá al FBI.
Call the FBI.,Llama al FBI.
Can I try it?,¿Puedo intentar?
Can you come?,¿Puedes venir?
Can you help?,¿Puedes ayudar?
Can you read?,¿Puedes leer?
Can you read?,¿Sabéis leer?
Can you read?,¿Sabes leer?
Can you sing?,¿Saben cantar?
Can you stay?,¿Te puedes quedar?
Can you stop?,¿Puedes parar?
Can you swim?,¿Sabes nadar?
Can you walk?,¿Puedes caminar?
Can you walk?,¿Puedes andar?
Can you walk?,¿Podéis andar?
Check around.,Revisa a nuestro alrededor.
Check around.,Revisa en los alrededores.
Check it out!,¡Échale un vistazo!
Check it out!,¡Míralo!
Check it out!,¡Compruébalo!
Come and see.,Venid y mirad.
Come and see.,Ven y mira.
Come anytime.,Ven cuando quieras.
Come anytime.,Ven alguna vez.
Come at once.,Ven enseguida.
Come forward.,Acércate.
Come help me.,Ven a ayudarme.
Come help me.,Ven a echarme una mano.
Come on back.,Regresa.
Come on down.,Baja.
Come on down.,Baje.
Come on home.,Vuelve a casa.
Come outside.,Sal fuera.
Come quickly!,¡Ven rápido!
Come quickly!,Ven deprisa.
Come quickly.,Ven deprisa.
Come up here.,Sube aquí.
Come up here.,Subid aquí.
Come up here.,Suba aquí.
Come up here.,Suban aquí.
Come up here.,Ven aquí arriba.
Come up here.,Venid aquí arriba.
Come with me.,Venga conmigo.
Come with me.,Veníos.
Come with me.,Véngase.
Come with us.,Ven con nosotras.
Come with us.,Venga con nosotros.
Come with us.,Venid con nosotros.
Come with us.,Veníos.
Come with us.,Véngase.
Cool it down.,Enfríalo.
Describe Tom.,Describilo a Tomás.
Describe Tom.,Descríbelo a Tomás.
Describe Tom.,Descríbalo a Tomás.
Did Tom call?,¿Ha llamado Tom?
Did Tom come?,¿Vino Tom?
Did Tom help?,¿Tom ayudó?
Did Tom know?,¿Tom sabía?
Did Tom vote?,¿Ha votado Tom?
Did Tom vote?,¿Votó Tom?
Did you call?,¿Llamaste?
Did you help?,¿Ayudaste?
Did you help?,¿Ayudasteis?
Did you help?,¿Usted ayudó?
Did you help?,¿Ustedes ayudaron?
Did you help?,¿Ayudabas?
Did you help?,¿Ayudabais?
Did you help?,¿Usted ayudaba?
Did you help?,¿Ustedes ayudaban?
Did you lose?,¿Perdiste?
Did you sign?,¿Firmaste?
Did you sign?,¿Firmaron?
Do I look OK?,¿Luzco bien?
Do I look OK?,¿Me veo bien?
Do it Monday.,Hazlo el lunes.
Do it for me.,Hágalo por mí.
Do it for me.,Hacelo por mí.
Do they know?,¿Lo saben?
Do they know?,¿Lo conocen?
Do you drink?,¿Bebes?
Do you drink?,¿Bebéis?
Do you drink?,¿Bebe usted?
Do you smoke?,¿Usted fuma?
Do you smoke?,¿Fumas?
Do you snore?,¿Usted ronca?
Do you snore?,¿Tú roncas?
Do your best.,Haz lo mejor que puedas.
Does it hurt?,¿Duele?
Does it itch?,¿Pica?
Does it show?,¿Se nota?
Does it work?,¿Funciona?
Does it work?,¿Funciona eso?
Dogs are fun.,Los perros son divertidos.
Don't ask me.,No me preguntes.
Don't be bad.,No seas malo.
Don't be sad.,No estés triste.
Don't be shy.,No sea tímido.
Don't be shy.,No seas tímido.
Don't be shy.,No seas tímida.
Don't be shy.,No tengas pena.
Don't bother.,Déjalo.
Don't bother.,Déjelo.
Don't let go.,No te sueltes.
Don't ramble.,No divagues.
Don't scream.,No grites.
Don't try me.,No me tientes.
Drive faster.,Conduce más rápido.
Drive safely.,Conduzca con cuidado.
Drive slowly.,Conduce lentamente.
Everyone hid.,Todos se escondieron.
Examine this.,Examina esto.
Examine this.,Examine esto.
Examine this.,Examiná esto.
Examine this.,Examinad esto.
Examine this.,Examinen esto.
Fear nothing.,No temas a nada.
Fear nothing.,No le tengas miedo a nada.
Fight or die.,Lucha o muere.
Find the cat.,Encuentra al gato.
Find the cat.,Encuentren al gato.
Fix the roof.,Arregla el tejado.
Get the book.,Trae el libro.
Get the book.,Consigue el libro.
Get the book.,Recoge el libro.
Get the book.,Traiga el libro.
Get the book.,Recoja el libro.
Get upstairs.,Andá para arriba.
Ghosts exist.,Los fantasmas existen.
Give me half.,Dame la mitad.
Give me half.,Deme la mitad.
Give me half.,Denme la mitad.
Give me half.,Dadme la mitad.
Give me that.,Dame eso.
Give me time.,Dame tiempo.
Give me time.,Denme tiempo.
Give me time.,Deme tiempo.
"Go away, Tom.","Vete, Tom."
"Go away, Tom.","Lárgate, Tom."
Go back home.,Devuélvete a la casa.
Go on inside.,Entra.
Go on inside.,Ve adentro.
Go to school.,Vete a la escuela.
Go with them.,Andá con ellos.
Good evening.,Buenas tardes.
Good for you.,Bien por ti.
Good morning.,Buenos días.
Grab my hand.,Agarra mi mano.
Grab my hand.,Agarre mi mano.
"Hang on, Tom.","Espera, Tom."
Happy Easter!,Feliz Pascua.
Happy Easter!,¡Feliz Pascua!
Have a donut.,Toma una rosquilla.
Have a donut.,Cómete una rosquilla.
Have a drink.,Ten un trago.
Have a drink.,Tómate algo.
Have a snack.,Come botana.
Have another.,Tomá otro.
Have another.,Tomá otra.
Have another.,Toma otra.
Have another.,Toma otro.
Have another.,Tome otro.
Have another.,Tome otra.
Have courage.,Sé valiente.
Have courage.,Sed valientes.
He avoids me.,Él me evita.
He denied it.,Él lo negó.
He dozed off.,Se quedó dormido.
He got angry.,Él se enfadó.
He had a dog.,Él tenía un perro.
He has a dog.,Él tiene un perro.
He has a dog.,Tiene un perro.
He helps her.,La ayuda.
He is cranky.,Está enfadado.
He is cranky.,Está de morros.
He is driven.,Él está motivado.
He is eating.,Está comiendo.
He is not in.,No está aquí.
He is not in.,Él no está dentro.
He kicked it.,Él lo pateó.
He let me go.,Me dejó ir.
He let me go.,Dejó que me fuera.
He let us go.,Nos dejó irnos.
He let us go.,Dejó que nos fuéramos.
He likes tea.,Le gusta el té.
He likes tea.,A él le gusta el té.
He lost face.,Él fue humillado.
He lost face.,Él quedó mal.
He lost face.,Él perdió prestigio.
He loved her.,Él la quería.
He loves her.,Él la quiere.
He runs fast.,Corre rápido.
He seems ill.,Él se ve enfermo.
He was alone.,Él estaba solo.
He was brave.,Él era valiente.
He was naive.,Él era ingenuo.
He was wrong.,Él estaba equivocado.
He will wait.,Esperará.
He will walk.,Va a caminar.
He's a bigot.,Es un fanático.
He's a ninja.,Él es ninja.
He's dieting.,Él está a dieta.
He's in pain.,Está sufriendo.
He's my hero.,Él es mi héroe.
He's out now.,El no está aquí ahora.
He's so cute.,¡Él es tan lindo!
He's so cute.,¡Él es tan bonito!
Help Tom out.,Ayuda a Tom.
Help Tom out.,Ayúdale a Tom.
"Help us, Tom.","Ayúdanos, Tom."
Here you are.,Aquí tienes.
Here you are.,Aquí estás.
Here you are.,Al fin te encuentro.
Here you are.,Toma.
Here you are.,Coge.
Here's a pen.,Aquí tienes un bolígrafo.
Here's a pen.,"Toma, un boli."
"Hey, wait up!","¡Oye, aguarda!"
How annoying!,¡No hay quién lo aguante!
How annoying!,¡Qué rollo!
How annoying!,¡Qué pesado!
How annoying!,¡Qué incordio!
How annoying!,¡Qué hincha pelotas!
How arrogant!,¡Qué arrogante!
How barbaric!,¡Qué bárbaro!
How dare you!,¡Cómo te atreves!
How horrible!,¡Qué horrible!
How pathetic!,¡Qué patético!
How romantic!,¡Qué romántico!
How touching!,¡Qué conmovedor!
How's school?,¿Cómo te va en el colegio?
How's school?,¿Cómo es la escuela?
How's school?,¿Qué tal la escuela?
I admire Tom.,Admiro a Tom.
I admire you.,Te admiro.
I almost won.,Casi gané.
I am Chinese.,Soy chino.
I am at home.,Estoy en casa.
I am at home.,Ya estoy en casa.
I am baffled.,Estoy confuso.
I am curious.,Tengo curiosidad.
I am curious.,Quiero saberlo.
I am working.,Estoy trabajando.
I apologized.,Me disculpé.
I ate apples.,Comí manzanas.
I ate apples.,Yo comí manzanas.
I ate caviar.,Comí caviar.
I bit my lip.,Me mordí el labio.
I called Tom.,Llamé a Tom.
I called you.,Te he llamado.
I called you.,Te llamé.
I can fix it.,Yo puedo arreglarlo.
I can't cook.,No sé cocinar.
I can't help.,Yo no puedo ayudar.
I can't move.,No me puedo mover.
I can't sing.,No puedo cantar.
I can't stay.,No me puedo quedar.
I can't stop.,No puedo parar.
I can't swim.,No sé nadar.
I can't talk.,No puedo hablar.
I can't walk.,No puedo caminar.
I could walk.,Podría caminar.
I cut myself.,Me corto.
I cut myself.,Me corté.
I cut myself.,Me he cortado.
I detest Tom.,Detesto a Tom.
I did my job.,Hice mi trabajo.
I did see it.,Yo lo vi.
I didn't ask.,Yo no pregunté.
I didn't lie.,No mentí.
I didn't pay.,No pagué.
I do hope so.,Eso espero.
I do want it.,Sí que lo quiero.
I don't care.,No me importa.
I don't care.,Me chupa un huevo.
I don't know.,No sé.
I don't know.,No lo sé.
I don't know.,Lo desconozco.
I don't mind.,No me importa.
I don't sing.,Yo no canto.
I drank milk.,Tomé leche.
I drank milk.,He bebido leche.
I drank milk.,Yo bebí leche.
I drank wine.,Bebí vino.
I drink wine.,Bebo vino.
I drove here.,Vine conduciendo.
I drove here.,Conduje hasta aquí.
I eat cheese.,Yo como queso.
I feel alive.,Me siento vivo.
I feel alive.,Me siento viva.
I feel faint.,Me siento débil.
I feel great.,Me siento genial.
I feel happy.,Yo estoy contento.
I feel tired.,Me siento cansado.
I felt alone.,Me sentía solo.
I felt woozy.,Me sentí atontado.
I felt woozy.,Me sentía aturdido.
I found them.,Los encontré.
I found them.,Las encontré.
I framed Tom.,Yo enmarqué a Tom.
I go to work.,Voy a trabajar.
I got carded.,Me pidieron mi identificación.
I got carded.,Me pidieron identificarme.
I got carded.,Me pidieron la documentación.
I got mugged.,Me atracaron.
I had doubts.,Yo tenía dudas.
I had to try.,Tenía que probar.
I hate beans.,Detesto las habas.
I hate flies.,Odio las moscas.
I hate liars.,Detesto a los mentirosos.
I hate music.,Odio la música.
I hate opera.,Odio la ópera.
I hate rules.,Odio las reglas.
I hate sushi.,Odio el sushi.
I have a car.,Tengo un coche.
I have a car.,Tengo un carro.
I have a cat.,Tengo un gato.
I have a cow.,Tengo una vaca.
I have a dog.,Tengo un perro.
I have a gun.,Tengo una pistola.
I have a key.,Tengo una llave.
I have a pen.,Tengo una pluma.
I have a pen.,Tengo un bolígrafo.
I have a pen.,Tengo un boli.
I have money.,Tengo dinero.
I have plans.,Tengo planes.
I have to go.,Tengo que ir.
I have to go.,Debo ir.
I hear music.,Yo escucho música.
I helped Tom.,Ayudé a Tom.
I helped her.,La ayudé.
I helped her.,Yo la ayudé.
I helped him.,Lo ayudé.
I helped him.,Yo lo ayudé.
I hope I win.,Espero ganar.
I hugged Tom.,Abracé a Tom.
I hugged her.,La abracé.
I improvised.,Improvisé.
I improvised.,Improvisaba.
I just moved.,Acabo de mudarme.
I keep a dog.,Tengo un perro.
I like beans.,Me gustan los frijoles.
I like bread.,Me gusta el pan.
I like candy.,Me gustan los dulces.
I like chess.,Me gusta el ajedrez.
I like fruit.,Me gusta la fruta.
I like honey.,Me gusta la miel.
I like opera.,Me gusta la ópera.
I like pizza.,Me gusta la pizza.
I like sushi.,Me gusta el sushi.
I like these.,Me gusta eso.
I like women.,Me gustan las mujeres.
I live alone.,Yo vivo solo.
I live alone.,Vivo solo.
I love birds.,Me encantan los pájaros.
I love books.,Me encantan los libros.
I love games.,Me encantan los juegos.
I love trips.,Me encantan los viajes.
I love women.,Amo a las mujeres.
I loved that.,Eso me gustó.
I loved that.,Eso me gustaba.
I loved that.,A mí me gustaba eso.
I made a bet.,Hice una apuesta.
I made these.,Yo hice éstos.
I made these.,Éstos los hice yo.
I meant well.,Mi intención era buena.
I misled Tom.,Yo engañé a Tom.
I missed you.,Te eché de menos.
I missed you.,Te extrañé.
I must hurry.,Tengo que darme prisa.
I need a cab.,Necesito un taxi.
I need a car.,Necesito un coche.
I need a car.,Necesito un auto.
I need a hug.,Necesito un abrazo.
I need a nap.,Necesito una siesta.
I need a pen.,Necesito un bolígrafo.
I need paint.,Necesito pintura.
I need paint.,Me falta pintura.
I need sleep.,Necesito dormir.
I need space.,Necesito espacio.
I need sugar.,Necesito azúcar.
I need water.,Necesito agua.
I need water.,Yo necesito agua.
I needed you.,Te necesitaba.
I needed you.,Yo te necesité.
I never fail.,Nunca fallo.
I often read.,Leo frecuentemente.
I phoned him.,Lo llamé.
I raised Tom.,Crié a Tom.
I read books.,Leo libros.
I see a book.,Veo un libro.
I see a lion.,Veo un león.
I see a star.,Veo una estrella.
I see a tree.,Veo un árbol.
I sell honey.,Vendo miel.
I sell shoes.,Vendo zapatos.
I shot a gun.,Disparé una pistola.
